review_text,sentiment
Good one for us. We play outdoor everyday. Constant play for 2 hours. The shuttle lasted for three weeks. We don't play professional but we do play hard. And few of us are not really good so we hit the shuttle with the rod as well. But still the shuttle is good. The one point I removed is for the plastic which starts to get ruptured and the price should be within middle class range. It is a little higher.,1
Good,1
"Looks nice,new packing,very fast delivery only 2 days",1
Fantastic,1
Awsome.. precision is 👌👌👌,1
not bad,1
Good,1
Wen I purchase 3rd time quality was very bad... not even stand for just 1 game😭,0
Good,1
Good quality .. delivered in 2 days .. less than shop price,1
"Product delivered before the expected delivery within 48 hours, received genuine product as expected.Thanks flipkart",1
Good quality,1
Wonderful,1
Superb product at good quality and with reasonable price.,1
good,1
Good product,1
Those balls r not in good quality,0
Awesome,1
"Suitable for indoor,, highly recommended",1
Original product.... Thanks for sending original products....,1
Best,1
Good product,1
Good,1
"Great product and reasonable price , too cheaper than offline purchase and good delivery service as wellGo grab itIt's a great deay ❤️❤️",1
Nice ...👍🏻,1
Fine,1
Ok,0
Very good,1
Not good,0
Good,1
nice shuttle... You can buy,1
Excellent,1
Very good.product.. genuine..,1
Super,1
Excellent shuttles. I have been using them since years. Best quality.,1
Satisfaction,1
Nice shuttles and reasonable price. excellent quality,1
Good,1
More damages.,0
Super cockes white nis project,1
awesome shuttle,1
Nice,1
Worth of money,1
Good,1
Pro level,1
Genuine quality with super fast delivery.,1
It's good to use..... Very nice product,1
Good,1
Super,1
Superb and high quality products,1
nice,1
Good,1
Clean and neat. I received it. Exact as advertised,1
Super and best quality,1
Best product,1
Good quality,1
Orginal same one,1
Nice product,1
Good,1
Good quality,1
Good,1
Good,1
Awesome....,1
"Nice product, Must Buy",1
Quality product!,1
Perfect,1
Good,1
Thank you Vishnu nice delivered the product,1
Good,1
Superb quality,1
Tx product but price costly,0
Nice product,1
Good,1
Are durable & quality is satisfying..,1
Excellent work,1
Satisfied with the product,1
Nice product but price is quite high than market,1
Shuttles are 100% genuine...pls go head of any one want to buy..,1
Good,1
Must buy,1
Good quality,1
good quality,1
Every time we r fecing problem order not teking why ru doing  like this ur doing bussiness we r orders perfect payment why don't u take orders,1
Great,1
Good ....,1
Super,1
Nice,1
Beautiful product,1
Overall product is good but Price is a bit high,1
Better,1
old stock. It was medium speed but practically very fast,0
Good quality,1
Good to play.Very durable and long lasting.,1
Good,1
Cheap and best product ever we can find with this rate in other shopping sites thank you flipkart,1
Good,1
REALLY GOOD PRODUCT 👌,1
Nice,1
Nice one,1
Good original product,1
NIC,1
Yonexxx is yonexxx don't compare it with others.,1
Yonox is yonox Great quality,1
Value for money nice cork worth it,1
Long lasting,1
Nice,1
Good quality lasted for more than 30 matches a single cork .,1
Super original,1
"Good one, I feel speed different between green vs white",1
Best quality super,1
Good,1
I love your products 😍❤️💖♥️♥️♥️♥️♥️♥️,1
Best buy,1
Good,1
As good as expected 👍,1
Quality cheating worst of money,0
Quality is very good and the delivery is very quick.,1
Very good product and delivery before due date. If you are planning to purchase Mavis10/ Movies 200i please don't waste and go for 350.,1
"Very slow shuttle , I feel dulicate",0
Very nice product,1
Shuttle is Nice and well packed   Thanks Flipkart,1
Good ! Go for it,0
Best choice,1
It's awesome..,1
"It's not suitable in open ground practice, it feels heavy weight",0
Nic,1
Original product,1
It is a good product at affordable price @729rupees,1
Good,1
Good quality,1
best for Open ground,1
Excellent,1
"Good Quality I play 2 hours vigoursly daily each shuttle last for 2 days if played vigoursly(smashes) otherwise 3-4 days each shuttle. This is my 7th shuttle box ordered under Retail.Net. But lot of price up/downs, I think due to huge demand.",1
Good & genuine shuttle,1
It's not original one.Failed sunrise test. I was unable to scratch the hologram to get the code.,0
gud quality,1
Better,1
Super,1
Excellent...,1
Good,1
The product i reseaved was bad.,0
Nice,1
Good,1
"Perfect 👌 original,fast delivery",1
Nice shuttle,1
Very good quality,1
Nice product.,1
Very nice,1
Nice..,1
Nice,1
Good quality,1
Nice,1
Bad,0
Very bad Every day one gets damaged,0
Very good long life,1
Good one,1
Good one...!!,1
Original but price is too much,1
Good,1
Good product,1
It's nice,1
Good product,1
In the absence of Mavis 500 this is the best product.,1
The first shuttle i use is bit fast.. but now the 2nd and third is good to play with.. Appropriate Speed and good to use.. Go on if u r not a national player... 😎😛,1
2 shuttle out of 6 was partially Manufacturing defected. product was looking original. Seller should pay attention that customer is paying amount for 6 shuttle.,1
Good turst it,1
Worst product I think Mavis 350 was more durable than average shuttle but thought of mine was a clear blunder as it doesn't lasts for at least 1day. The cork was broken after 6-7 set play. If you plays in indoor then you can go with this otherwise you will donated money to Flipkart,0
Ok,1
Genuine product😀,1
Good,1
Suitable for play and reasonable price.,1
Have been purchasing the shuttles from Flipkart for a very long time now. But the quality of the shuttles has been lacking recently. May not buy anymore due to lack of Quality.,0
Very fast delivery thank you flipkart,1
Good product,1
Good,1
nice one,1
Fine,1
Good,1
Worth,1
"Important month and delivery month, 😀same.... Totally new®️®️®️®️®️®️🙏",1
The product is too good I like it very much Flipkart is the brand app I think so but the think always good and perfect 😘😘👌👌👌keep it up👍👍👍,1
Good quality,1
"It doesn't felt to be a good one, the cork speed was different for each cork.",0
Check them if they are original or fakeMine are original,1
Super,1
"This white one is very bad, worthless, Better to go for Yellow",0
Good product at good price. Quality is also very good. It's perfect for playing..,1
It's very good,1
Nice product,1
Outdoor coats that shettel is very bad,0
Very good qualiyt.,1
Good,1
Good product...,1
"This shuttle is vey durables even if u play rigorously,it lasts 4 to 5 days.So light n good to play.",1
Genuine and good. Goes a long way.,1
Playing is good but very short life.... may be old stock . I use 350 from very long time it lasts for 5 to 7 days easily but this time each shuttle stands for hardly 3 days . All shuttles goes in same way cork breaks,1
Quality product....,1
Good package and good product,1
Thanks for yonex and these are best for both indoor and outdoor any one can go through this product blindly,1
Nice,1
good,1
good one but delivery was tooo late.,1
NYC product,1
good one,1
Nice,1
Superrrrb,1
Good,1
Excellent,1
Good product,1
Good Quality,1
Good,1
Nice product .,1
Gud 1,1
Recommended,1
value for money,1
Nice and good shuttlecock Very fast delivery I love it Thank u flipkart delivery,1
Super,1
Good value for money and speed delivery.,1
Best quality,1
Flexible,1
Superb 👌,1
Good one,1
Nice quality,1
Simply Perfect 👌,1
Nice and durable Specifically... very effective for beginners,1
Fantastic,1
Super,1
Good quality & faster delivery,1
Waste.....waste....waste...loss of money..!Don't buy guys,0
As always. It's the best buy. And Flipkart is the right place for this,1
Excellent product!!,1
Gud 1,1
Shuttle is very good in quality.And the rubber part is also very smooth for paly.,1
Awesome must buy,1
very worst,0
Great for that price,1
Loved it...,1
Package was good and they sent latest mfg part.,1
Supper,1
Good,1
Packing is very worst,0
Nice shuttle,1
Super deal,1
Good,1
Excellent product,1
Highly durable! Will buy more,1
I feel better now when I am playing,1
Good product...original and good price than market,1
Order to Delivery completed in 35 hours. Great Flipkart...,1
Best quality,1
Still good,1
"Nice. Very fast delivery by flipkart. Delivered next day in small city banswara,Rajasthan. Superb. 5 star for delivery.",1
Good quality.,1
"Best product flipkart,4 players continues play per day 4 hour 8 day one cork.",1
Good one,1
Good,1
osm product....,1
Good job,1
Good one,0
Value for money,1
Good product,1
Good product,1
It's good in slow.... I'll pref fast one.. Overall its good,1
"Best one...., ⭐⭐⭐⭐⭐",1
Quality productWonderful deliveryDelivered on timeGood packaging,1
Gd,1
Nice,1
Good,1
"This Product is perfect for regular badminton players, in Indoor atmosphere.",1
Simply awesome,1
The product i received was not good.,0
Mainde  blowing,1
Gud product,1
Nice,1
Excellent product,1
Genuine product by yonex. Durable shuttles.,1
Nice specify,1
It's highly durable and of great quality...I just loved it 🥰,1
Best,1
Poor quality,1
Good,1
Nice,1
Delivery service simply superb,1
Delivery boy is very helpful.,1
It's not a bad product. but quality is not good  that's it..,1
Nice one,1
It's looking cute and also it's playing great,1
Good👌🏻,1
"Good, no one is damaged all  shuttles are good",1
Really Good... Recommended... I will bought it again,1
Good job,1
"Super. Must buy. Thanks to flipcart for good service and their super fast service is ""never before"".",1
evergreen,1
Excellent,1
Box same but shuttlecocks change,1
Mavis is massive shuttle,1
Nice product,1
Excellent slow moving durable product,1
Very nice,1
Quality vevy very very very bad....why,0
Good product must buy.......,1
very good product,1
Very good,1
Very good quality and very durable product.,1
Awesome product 👌👌👌👌,1
best quality,1
good product,1
Good product 👍 so thank you flipkart and seller,1
Super,1
Well,1
